-3.18996,11.5255,0.15018,1.00441,719.853
0.420878,-2.26646,0.650229,0.708834,843.968
-0.757255,5.87274,0.775371,0.336094,742.994
-6.63986,0.878558,0.470216,0.360692,727.22
-11.5099,-0.239924,0.89198,0.46881,735.441
4.45009,-4.22306,0.865981,0.574129,744.043
2.64137,-4.58825,0.372773,0.270909,684.072
-8.69753,-7.60622,0.275497,0.246776,793.838
4.55948,0.398304,0.515041,0.542213,835.091
1.85941,-1.09513,0.811076,0.247086,706.531
17.4051,-12.8424,0.570096,0.843728,781.247
3.87365,-4.38392,0.593058,0.399327,611.889
-2.87994,-4.90652,0.421516,0.505488,767.375
14.0092,-12.7762,0.516461,0.297271,620.237
4.2091,-2.62149,0.815814,0.361718,790.541
4.64401,-9.67019,0.311218,0.225663,714.036
2.88014,-16.5489,0.518666,0.207156,634.038
13.4749,-10.3571,0.666735,0.662648,725.627
5.17479,-15.8847,0.72065,0.500393,698.915
-1.2612,-5.59278,0.646121,0.356718,636.784
-2.33388,-17.2884,0.543161,0.29868,640.179
1.03674,-15.8148,0.450451,0.84463,725.554
2.00008,-11.1446,0.633156,0.312979,738.946
4.56131,-16.3886,0.438653,0.454993,759.397
16.4695,-13.0959,0.262289,0.728334,636.288
9.83483,-13.6556,0.642835,0.199867,681.88
6.76572,-4.9888,0.730946,0.289544,554.594
8.07593,-7.19009,0.553181,0.273925,652.969
14.7862,-8.53245,0.576749,0.656015,595.696
-10.8142,4.30732,0.840697,1.24538,814.882
-4.82323,-3.50257,0.669735,0.66429,762.192
4.86218,-9.23307,0.309972,0.376978,784.961
-14.9522,-5.69018,0.680787,0.476588,807.454
-0.960371,-11.5265,0.966779,0.297182,721.889
-0.365227,-10.15,0.426762,0.434887,612.95
-5.4011,-2.9326,0.746921,0.2502,821.266
-3.69359,-12.6202,0.629389,0.529831,823.165
-3.48338,5.6615,0.512114,1.81054,793.732
2.31685,-19.1236,0.986988,0.347142,573.127
1.1093,-6.16741,0.666317,0.307421,827.995
6.68528,-8.1906,0.944921,0.581155,560.558
1.30304,-13.6093,0.969675,0.289424,820.714
7.63249,-11.2268,0.490348,0.938495,644.718
2.24861,-13.6244,0.656544,0.199511,821.717
-4.01745,-15.0023,0.808793,0.371387,687.043
-1.1627,-14.7005,0.559218,0.647884,630.843
3.25051,-14.1789,0.502214,0.185926,702.444
10.644,-1.13255,0.528251,0.518867,695.404
6.47721,-15.4816,0.742877,0.275648,766.217
-3.85011,-19.1724,0.813905,0.311468,730.222
9.48787,-7.67517,0.772295,1.09416,683.976
6.21363,-18.6409,0.933768,0.350008,662.871
3.7732,-8.54675,0.303217,0.253937,677.794
3.9846,-10.56,0.72074,0.454459,631.744
4.24426,-11.4545,0.778556,0.377364,701.089
4.11277,-18.0948,0.403162,0.231044,654.053
3.51032,-16.3304,0.212712,0.348859,783.336
-13.9972,6.65693,0.304265,0.207451,581.524
-6.78319,12.8215,0.918529,0.437409,832.999
-16.5565,14.0058,0.85913,0.383215,654.776
-2.61105,-1.53658,0.809228,1.11064,709.197
3.81364,-3.72324,0.904949,1.04787,774.124
3.0624,-5.09049,0.925862,0.345659,720.395
0.15873,5.87065,0.795673,0.322611,781.645
-2.89206,3.19729,0.499017,0.301609,716.766
13.74,-12.0483,0.73414,0.540458,760.167
3.54219,-12.7407,0.747386,0.729701,734.465
-9.14407,3.90741,0.627502,0.500532,849.795
-7.17647,2.87685,0.665222,1.34993,704.896
-8.62178,1.93726,0.972937,0.402592,743.491
1.88731,-4.30208,0.687353,0.633876,772.924
10.5664,-12.6438,0.910786,1.05503,829.219
-12.5275,-13.7034,0.960636,1.50083,695.811
7.51281,12.6275,0.554108,0.880344,780.236
-10.9614,-13.7682,0.984394,1.02052,705.182
-4.35817,-6.53524,0.735838,0.264747,677.333
1.24005,-0.673027,0.70352,1.06803,759.844
-7.60421,-15.0114,0.858177,1.09396,800.15
1.06259,-14.5957,0.900373,1.00511,721.271
3.63711,-8.72488,0.273702,1.32543,773.593
-3.93955,-10.8895,0.690768,1.00832,758.32
-10.2006,-6.69607,0.617765,0.445142,706.164
-4.7282,8.84403,0.540513,1.12631,708.075
1.307,-12.1109,0.797407,0.260576,636.689
4.31072,-5.42442,0.965809,0.20255,707.289
6.52407,-12.4288,0.199048,0.218521,802.29
