-1.44021,-2.07954,0.70667,1.26443,727.822
-6.2378,12.3496,0.406209,0.334823,803.777
1.71411,2.13723,0.427389,0.114674,739.114
0.462522,-2.22339,0.986717,0.310118,847.26
15.9966,0.335431,0.656717,0.390366,827.067
-8.13574,-4.88717,0.630453,1.27008,720.679
2.51745,-0.839538,0.501066,0.316994,694.468
-13.0913,-16.8222,0.776331,0.693822,714.982
15.421,10.1044,0.922122,0.0870948,780.822
0.465218,5.58769,0.988017,0.616399,773.166
-17.8931,16.1839,0.775776,0.211003,621.402
4.52686,12.7081,0.202484,0.417669,605.236
11.612,12.7676,0.660299,0.101806,759.493
4.02932,0.940307,0.653931,0.5017,775.02
7.29431,-1.81733,0.744149,0.412236,804.263
11.7717,5.4889,0.676531,0.295192,636.59
9.86447,19.5964,0.864027,0.307725,596.213
7.96394,-5.20319,0.46281,0.221865,701.705
3.37559,7.61888,0.493261,0.359619,815.131
0.0610172,-0.975935,0.490105,1.53059,824.199
-4.50432,7.44556,0.792053,0.819953,690.05
1.92832,10.8387,0.778102,0.202039,802.412
-0.417924,-1.61765,0.691866,0.0441478,814.505
-2.62664,8.86291,0.924276,0.275635,788.574
-4.92238,-14.2136,0.763769,0.570606,802.502
6.32404,10.0379,0.467156,0.322523,726.021
-11.539,12.9379,0.213531,0.7846,739.33
0.731229,9.73873,0.895171,0.491208,698.266
-11.3936,11.0232,0.635773,1.71227,841.592
-12.9098,-7.85147,0.484192,0.17249,550.419
-12.3475,-1.97997,0.890394,0.0617176,740.868
18.8524,-4.50882,0.114641,0.276873,777.626
-14.2831,3.93764,0.452068,0.556689,736.31
-1.85892,9.08874,0.199801,0.467044,768.388
9.0956,-7.51509,0.782574,0.458725,781.683
16.3608,-2.77388,0.959524,0.455511,726.119
0.851283,-4.28738,0.614768,0.234239,685.163
-3.38615,-2.81604,0.631271,0.13672,695.918
-5.99025,-16.5685,0.572434,0.502627,729.892
-5.93616,1.23582,0.663994,0.475213,703.304
-1.61595,-12.2009,0.366842,0.702706,786.989
-1.67082,3.80698,0.898113,0.562035,733.469
-1.34228,0.50209,0.248553,0.338905,731.272
-11.508,3.32307,0.93679,0.266715,575.357
-0.946376,-3.62253,0.998914,0.308509,809.542
-3.68267,-4.29209,0.870036,0.0741004,766.138
2.15385,-1.59231,0.983848,1.30851,717.84
-0.735352,-14.6163,0.214379,0.535341,721.065
0.672206,-4.38738,0.679987,0.784322,745.605
-9.21004,12.5769,0.7169,1.0141,723.254
9.30637,-8.67459,0.843601,0.78879,707.43
3.23292,9.68273,0.780827,0.431572,799.945
-13.477,10.5634,0.861376,0.27004,759.182
-3.31379,-6.90728,0.973937,0.629202,720.11
-1.42359,-0.0321818,0.859575,0.0542116,775.224
2.91153,3.2536,0.817524,0.142896,654.341
-5.85151,-4.56822,0.9158,0.571006,754.039
-2.36807,-13.1662,0.302527,0.428411,784.028
